time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.465190,0.0255,0.0155,-0.0170,0.034
2.469682,0.0155,0.0301,-0.0311,0.046
2.475566,0.0103,0.0447,-0.0261,0.053
2.479555,0.0195,0.0355,-0.0211,0.046
2.485159,0.0192,0.0264,-0.0305,0.045
2.489939,0.0142,0.0411,-0.0254,0.050
2.495065,0.0187,0.0177,-0.0205,0.033
2.499740,0.0137,0.0230,-0.0155,0.031
2.508138,0.0182,-0.0002,-0.0059,0.019
2.510180,0.0083,-0.0281,0.0179,0.034
2.514155,-0.0110,-0.0511,0.0082,0.053
2.520190,-0.0065,-0.0550,0.0224,0.060
2.525519,-0.0165,-0.0827,0.0317,0.090
2.529521,-0.0077,-0.0865,0.0694,0.111
2.536724,-0.0181,-0.1095,0.0830,0.139
2.539712,-0.0335,-0.0943,0.0679,0.121
2.545818,-0.0394,-0.0985,0.0577,0.121
2.550875,-0.0405,-0.1121,0.0619,0.134
2.555718,-0.0370,-0.1068,0.0707,0.133
2.559455,-0.0193,-0.1158,0.0653,0.134
2.563988,-0.0159,-0.0963,0.0646,0.117
2.574316,-0.0029,-0.0724,0.0307,0.079
2.575373,-0.0087,-0.0821,0.0255,0.086
2.579018,0.0143,-0.0585,0.0015,0.060
2.584417,0.0326,-0.0589,-0.0271,0.073
2.590523,0.0461,-0.0546,-0.0174,0.074
2.595064,0.0504,-0.0455,-0.0316,0.075
2.601658,0.0548,-0.0365,-0.0361,0.075
2.608912,0.0690,-0.0322,-0.0310,0.082
2.609304,0.0547,-0.0135,-0.0260,0.062
2.613956,0.0359,0.0004,-0.0067,0.037
2.620008,0.0174,0.0095,-0.0256,0.032
2.625512,-0.0009,0.0092,-0.0396,0.041
2.630444,-0.0142,0.0138,-0.0297,0.036
2.636320,-0.0085,0.0421,-0.0199,0.047
2.640534,-0.0220,0.0464,-0.0244,0.057
2.646216,-0.0403,0.0459,-0.0289,0.068
2.651215,-0.0444,0.0500,-0.0239,0.071
2.656693,-0.0631,0.0636,-0.0332,0.096
2.659211,-0.0772,0.0819,-0.0140,0.113
2.664603,-0.0724,0.0715,-0.0377,0.109
2.670608,-0.0632,0.0755,-0.0422,0.107
2.676496,-0.0496,0.0702,-0.0514,0.100
2.680395,-0.0460,0.0935,-0.0369,0.111
2.686259,-0.0286,0.0977,-0.0415,0.110
2.690596,-0.0211,0.1114,-0.0318,0.118
